Wavelength,Flux
176495.9687, 2.5676e-03
176513.9722, 2.5671e-03
176531.9775, 2.5660e-03
176549.9847, 2.5649e-03
176567.9937, 2.5638e-03
176586.0045, 2.5627e-03
176604.0172, 2.5616e-03
176622.0317, 2.5606e-03
176640.0480, 2.5597e-03
176658.0662, 2.5587e-03
176676.0862, 2.5576e-03
176694.1081, 2.5565e-03
176712.1318, 2.5557e-03
176730.1573, 2.5546e-03
176748.1847, 2.5535e-03
176766.2139, 2.5524e-03
176784.2450, 2.5513e-03
176802.2779, 2.5502e-03
176820.3126, 2.5494e-03
176838.3492, 2.5483e-03
176856.3876, 2.5472e-03
176874.4278, 2.5462e-03
176892.4699, 2.5451e-03
176910.5139, 2.5434e-03
176928.5597, 2.5396e-03
176946.6073, 2.5383e-03
176964.6567, 2.5399e-03
176982.7080, 2.5399e-03
177000.7612, 2.5391e-03
177018.8161, 2.5380e-03
177036.8730, 2.5369e-03
177054.9316, 2.5358e-03
177072.9921, 2.5347e-03
177091.0545, 2.5339e-03
177109.1187, 2.5328e-03
177127.1847, 2.5318e-03
177145.2526, 2.5309e-03
177163.3223, 2.5299e-03
177181.3939, 2.5288e-03
177199.4673, 2.5277e-03
177217.5425, 2.5266e-03
177235.6196, 2.5258e-03
177253.6985, 2.5247e-03
177271.7793, 2.5236e-03
177289.8620, 2.5220e-03
177307.9464, 2.5203e-03
177326.0327, 2.5187e-03
177344.1209, 2.5184e-03
177362.2109, 2.5182e-03
177380.3028, 2.5176e-03
177398.3964, 2.5165e-03
177416.4920, 2.5155e-03
177434.5894, 2.5141e-03
177452.6886, 2.5122e-03
177470.7897, 2.5111e-03
177488.8926, 2.5108e-03
177506.9974, 2.5098e-03
177525.1040, 2.5092e-03
177543.2125, 2.5084e-03
177561.3228, 2.5073e-03
177579.4349, 2.5062e-03
177597.5490, 2.5051e-03
177615.6648, 2.5040e-03
177633.7825, 2.5032e-03
177651.9021, 2.5021e-03
177670.0235, 2.5013e-03
177688.1467, 2.5002e-03
177706.2718, 2.4992e-03
177724.3988, 2.4981e-03
177742.5276, 2.4970e-03
177760.6582, 2.4959e-03
177778.7907, 2.4951e-03
177796.9250, 2.4940e-03
177815.0612, 2.4932e-03
177833.1993, 2.4921e-03
177851.3392, 2.4910e-03
177869.4809, 2.4896e-03
177887.6245, 2.4886e-03
177905.7699, 2.4877e-03
177923.9172, 2.4869e-03
177942.0664, 2.4861e-03
177960.2174, 2.4850e-03
177978.3702, 2.4839e-03
177996.5249, 2.4831e-03
178014.6815, 2.4820e-03
178032.8399, 2.4810e-03
178051.0002, 2.4799e-03
178069.1623, 2.4788e-03
178087.3262, 2.4780e-03
178105.4920, 2.4769e-03
178123.6597, 2.4761e-03
178141.8292, 2.4750e-03
178160.0006, 2.4739e-03
178178.1738, 2.4731e-03
178196.3489, 2.4720e-03
178214.5259, 2.4709e-03
178232.7046, 2.4701e-03
178250.8853, 2.4690e-03
178269.0678, 2.4679e-03
178287.2521, 2.4668e-03
178305.4384, 2.4660e-03
178323.6264, 2.4649e-03
178341.8163, 2.4641e-03
178360.0081, 2.4630e-03
178378.2017, 2.4619e-03
178396.3972, 2.4609e-03
178414.5946, 2.4598e-03
178432.7938, 2.4589e-03
178450.9948, 2.4579e-03
178469.1977, 2.4568e-03
178487.4025, 2.4560e-03
178505.6091, 2.4549e-03
178523.8176, 2.4538e-03
178542.0280, 2.4527e-03
178560.2402, 2.4516e-03
178578.4542, 2.4508e-03
178596.6701, 2.4500e-03
178614.8879, 2.4489e-03
178633.1075, 2.4481e-03
178651.3290, 2.4470e-03
178669.5524, 2.4459e-03
178687.7776, 2.4451e-03
178706.0046, 2.4440e-03
178724.2335, 2.4429e-03
178742.4643, 2.4421e-03
178760.6970, 2.4410e-03
178778.9315, 2.4402e-03
178797.1678, 2.4391e-03
178815.4061, 2.4380e-03
178833.6461, 2.4372e-03
178851.8881, 2.4361e-03
178870.1319, 2.4350e-03
178888.3776, 2.4342e-03
178906.6251, 2.4331e-03
178924.8745, 2.4323e-03
178943.1257, 2.4312e-03
178961.3788, 2.4302e-03
178979.6338, 2.4291e-03
178997.8906, 2.4282e-03
179016.1493, 2.4272e-03
179034.4099, 2.4263e-03
179052.6723, 2.4253e-03
179070.9366, 2.4244e-03
179089.2028, 2.4234e-03
179107.4708, 2.4223e-03
179125.7407, 2.4215e-03
179144.0124, 2.4204e-03
179162.2860, 2.4193e-03
179180.5615, 2.4185e-03
179198.8388, 2.4174e-03
179217.1180, 2.4166e-03
179235.3990, 2.4155e-03
179253.6820, 2.4144e-03
179271.9668, 2.4133e-03
179290.2534, 2.4122e-03
179308.5419, 2.4114e-03
179326.8323, 2.4106e-03
179345.1246, 2.4095e-03
179363.4187, 2.4087e-03
179381.7147, 2.4076e-03
179400.0125, 2.4068e-03
179418.3122, 2.4057e-03
179436.6138, 2.4046e-03
179454.9173, 2.4035e-03
179473.2226, 2.4024e-03
179491.5298, 2.4016e-03
179509.8388, 2.4008e-03
179528.1497, 2.3997e-03
179546.4625, 2.3989e-03
179564.7772, 2.3978e-03
179583.0937, 2.3970e-03
179601.4121, 2.3959e-03
179619.7324, 2.3948e-03
179638.0545, 2.3940e-03
179656.3785, 2.3929e-03
179674.7044, 2.3921e-03
179693.0321, 2.3910e-03
179711.3617, 2.3902e-03
179729.6932, 2.3891e-03
179748.0265, 2.3883e-03
179766.3617, 2.3872e-03
179784.6988, 2.3864e-03
179803.0378, 2.3853e-03
179821.3786, 2.3842e-03
179839.7213, 2.3834e-03
179858.0659, 2.3823e-03
179876.4123, 2.3815e-03
179894.7606, 2.3804e-03
179913.1108, 2.3796e-03
179931.4629, 2.3785e-03
179949.8168, 2.3777e-03
179968.1726, 2.3766e-03
179986.5303, 2.3755e-03
180004.8898, 2.3747e-03
180023.2512, 2.3736e-03
180041.6145, 2.3728e-03
180059.9797, 2.3717e-03
180078.3467, 2.3709e-03
180096.7156, 2.3698e-03
180115.0864, 2.3688e-03
180133.4591, 2.3677e-03
180151.8336, 2.3658e-03
180170.2100, 2.3647e-03
180188.5883, 2.3647e-03
180206.9684, 2.3641e-03
180225.3505, 2.3630e-03
180243.7344, 2.3622e-03
180262.1201, 2.3611e-03
180280.5078, 2.3603e-03
180298.8973, 2.3592e-03
180317.2887, 2.3584e-03
180335.6820, 2.3573e-03
180354.0772, 2.3565e-03
180372.4742, 2.3554e-03
180390.8731, 2.3546e-03
180409.2739, 2.3535e-03
180427.6766, 2.3527e-03
180446.0811, 2.3516e-03
180464.4875, 2.3508e-03
180482.8958, 2.3497e-03
180501.3060, 2.3489e-03
180519.7181, 2.3478e-03
180538.1320, 2.3465e-03
180556.5478, 2.3454e-03
180574.9655, 2.3448e-03
180593.3851, 2.3440e-03
180611.8065, 2.3432e-03
180630.2298, 2.3421e-03
180648.6550, 2.3413e-03
180667.0821, 2.3402e-03
180685.5111, 2.3394e-03
180703.9419, 2.3383e-03
180722.3747, 2.3375e-03
180740.8093, 2.3364e-03
180759.2458, 2.3356e-03
180777.6841, 2.3345e-03
180796.1244, 2.3337e-03
180814.5665, 2.3326e-03
180833.0105, 2.3318e-03
180851.4564, 2.3307e-03
180869.9042, 2.3299e-03
180888.3538, 2.3288e-03
180906.8053, 2.3280e-03
180925.2588, 2.3269e-03
180943.7141, 2.3261e-03
180962.1712, 2.3250e-03
180980.6303, 2.3242e-03
180999.0913, 2.3231e-03
181017.5541, 2.3223e-03
181036.0188, 2.3215e-03
181054.4854, 2.3204e-03
181072.9539, 2.3196e-03
181091.4242, 2.3185e-03
181109.8965, 2.3177e-03
181128.3706, 2.3166e-03
181146.8466, 2.3158e-03
181165.3245, 2.3147e-03
181183.8043, 2.3139e-03
181202.2860, 2.3128e-03
181220.7696, 2.3120e-03
181239.2550, 2.3112e-03
181257.7423, 2.3101e-03
181276.2315, 2.3093e-03
181294.7226, 2.3082e-03
181313.2156, 2.3074e-03
181331.7105, 2.3063e-03
181350.2073, 2.3055e-03
181368.7059, 2.3044e-03
181387.2064, 2.3035e-03
181405.7089, 2.3027e-03
181424.2132, 2.3016e-03
181442.7194, 2.3008e-03
181461.2274, 2.2997e-03
181479.7374, 2.2989e-03
181498.2493, 2.2978e-03
181516.7630, 2.2970e-03
181535.2787, 2.2959e-03
181553.7962, 2.2951e-03
181572.3156, 2.2943e-03
181590.8369, 2.2932e-03
181609.3601, 2.2924e-03
181627.8852, 2.2913e-03
181646.4121, 2.2905e-03
181664.9410, 2.2897e-03
181683.4718, 2.2886e-03
181702.0044, 2.2878e-03
181720.5389, 2.2867e-03
181739.0753, 2.2856e-03
181757.6137, 2.2848e-03
181776.1539, 2.2840e-03
181794.6960, 2.2832e-03
181813.2399, 2.2821e-03
181831.7858, 2.2813e-03
181850.3336, 2.2802e-03
181868.8833, 2.2794e-03
181887.4348, 2.2786e-03
181905.9883, 2.2775e-03
181924.5436, 2.2767e-03
181943.1008, 2.2756e-03
181961.6599, 2.2748e-03
181980.2210, 2.2737e-03
181998.7839, 2.2728e-03
182017.3487, 2.2720e-03
182035.9154, 2.2709e-03
182054.4840, 2.2701e-03
182073.0545, 2.2693e-03
182091.6268, 2.2682e-03
182110.2011, 2.2674e-03
182128.7773, 2.2663e-03
182147.3553, 2.2650e-03
182165.9353, 2.2633e-03
182184.5172, 2.2631e-03
182203.1009, 2.2625e-03
182221.6866, 2.2620e-03
182240.2741, 2.2609e-03
182258.8635, 2.2601e-03
182277.4549, 2.2590e-03
182296.0481, 2.2582e-03
182314.6432, 2.2571e-03
182333.2402, 2.2560e-03
182351.8392, 2.2549e-03
182370.4400, 2.2544e-03
182389.0427, 2.2536e-03
182407.6473, 2.2527e-03
182426.2538, 2.2519e-03
182444.8622, 2.2508e-03
182463.4725, 2.2498e-03
182482.0847, 2.2489e-03
182500.6988, 2.2481e-03
182519.3148, 2.2473e-03
182537.9327, 2.2462e-03
182556.5525, 2.2454e-03
182575.1742, 2.2446e-03
182593.7978, 2.2435e-03
182612.4233, 2.2424e-03
182631.0507, 2.2413e-03
182649.6800, 2.2405e-03
182668.3112, 2.2397e-03
182686.9443, 2.2389e-03
182705.5793, 2.2378e-03
182724.2162, 2.2364e-03
182742.8550, 2.2356e-03
182761.4957, 2.2332e-03
182780.1384, 2.2318e-03
182798.7829, 2.2326e-03
182817.4293, 2.2326e-03
182836.0776, 2.2318e-03
182854.7278, 2.2307e-03
182873.3799, 2.2294e-03
182892.0339, 2.2280e-03
182910.6898, 2.2272e-03
182929.3477, 2.2253e-03
182948.0074, 2.2201e-03
182966.6690, 2.2191e-03
182985.3326, 2.2220e-03
183003.9980, 2.2207e-03
183022.6653, 2.2182e-03
183041.3346, 2.2199e-03
183060.0057, 2.2207e-03
183078.6788, 2.2201e-03
183097.3537, 2.2191e-03
183116.0306, 2.2182e-03
183134.7094, 2.2174e-03
183153.3900, 2.2163e-03
183172.0726, 2.2155e-03
183190.7571, 2.2144e-03
183209.4435, 2.2136e-03
183228.1318, 2.2125e-03
183246.8220, 2.2120e-03
183265.5141, 2.2112e-03
183284.2081, 2.2101e-03
183302.9041, 2.2093e-03
183321.6019, 2.2082e-03
183340.3016, 2.2071e-03
183359.0033, 2.2066e-03
183377.7068, 2.2057e-03
183396.4123, 2.2049e-03
183415.1197, 2.2038e-03
183433.8289, 2.2028e-03
183452.5401, 2.2014e-03
183471.2532, 2.2006e-03
183489.9682, 2.2000e-03
183508.6851, 2.1992e-03
183527.4040, 2.1984e-03
183546.1247, 2.1976e-03
183564.8473, 2.1968e-03
183583.5719, 2.1957e-03
183602.2983, 2.1946e-03
183621.0267, 2.1930e-03
183639.7570, 2.1924e-03
183658.4892, 2.1922e-03
183677.2233, 2.1913e-03
183695.9593, 2.1905e-03
183714.6972, 2.1897e-03
183733.4371, 2.1886e-03
183752.1788, 2.1878e-03
183770.9225, 2.1870e-03
183789.6680, 2.1862e-03
183808.4155, 2.1851e-03
183827.1649, 2.1843e-03
183845.9162, 2.1835e-03
183864.6694, 2.1824e-03
183883.4246, 2.1816e-03
183902.1816, 2.1808e-03
183920.9406, 2.1799e-03
183939.7015, 2.1788e-03
183958.4642, 2.1780e-03
183977.2289, 2.1772e-03
183995.9956, 2.1764e-03
184014.7641, 2.1753e-03
184033.5345, 2.1740e-03
184052.3069, 2.1723e-03
184071.0812, 2.1718e-03
184089.8574, 2.1718e-03
184108.6355, 2.1710e-03
184127.4155, 2.1702e-03
184146.1974, 2.1693e-03
184164.9813, 2.1683e-03
184183.7670, 2.1674e-03
184202.5547, 2.1666e-03
184221.3443, 2.1658e-03
184240.1358, 2.1650e-03
184258.9293, 2.1639e-03
184277.7246, 2.1631e-03
184296.5219, 2.1623e-03
184315.3211, 2.1615e-03
184334.1222, 2.1604e-03
184352.9252, 2.1596e-03
184371.7301, 2.1587e-03
184390.5370, 2.1577e-03
184409.3458, 2.1568e-03
184428.1565, 2.1560e-03
184446.9691, 2.1552e-03
184465.7836, 2.1544e-03
184484.6001, 2.1536e-03
184503.4184, 2.1528e-03
184522.2387, 2.1517e-03
184541.0609, 2.1509e-03
184559.8851, 2.1501e-03
184578.7111, 2.1492e-03
184597.5391, 2.1482e-03
184616.3690, 2.1473e-03
184635.2008, 2.1465e-03
184654.0345, 2.1457e-03
184672.8702, 2.1449e-03
184691.7077, 2.1438e-03
184710.5472, 2.1430e-03
184729.3887, 2.1422e-03
184748.2320, 2.1414e-03
184767.0773, 2.1405e-03
184785.9244, 2.1395e-03
184804.7735, 2.1386e-03
184823.6246, 2.1378e-03
184842.4775, 2.1370e-03
184861.3324, 2.1362e-03
184880.1892, 2.1351e-03
184899.0479, 2.1338e-03
184917.9086, 2.1329e-03
184936.7711, 2.1324e-03
184955.6356, 2.1316e-03
184974.5021, 2.1308e-03
184993.3704, 2.1299e-03
185012.2407, 2.1291e-03
185031.1129, 2.1283e-03
185049.9870, 2.1275e-03
185068.8630, 2.1267e-03
185087.7410, 2.1256e-03
185106.6209, 2.1248e-03
185125.5027, 2.1240e-03
185144.3864, 2.1232e-03
185163.2721, 2.1223e-03
185182.1597, 2.1215e-03
185201.0492, 2.1204e-03
185219.9407, 2.1196e-03
185238.8341, 2.1188e-03
185257.7294, 2.1180e-03
185276.6266, 2.1172e-03
185295.5258, 2.1164e-03
185314.4269, 2.1153e-03
185333.3299, 2.1145e-03
185352.2348, 2.1136e-03
185371.1417, 2.1128e-03
185390.0505, 2.1120e-03
185408.9612, 2.1112e-03
185427.8739, 2.1104e-03
185446.7885, 2.1093e-03
185465.7050, 2.1085e-03
185484.6234, 2.1077e-03
185503.5438, 2.1069e-03
185522.4661, 2.1060e-03
185541.3904, 2.1052e-03
185560.3165, 2.1044e-03
185579.2446, 2.1033e-03
185598.1747, 2.1025e-03
185617.1066, 2.1017e-03
185636.0405, 2.1009e-03
185654.9763, 2.1001e-03
185673.9141, 2.0992e-03
185692.8538, 2.0984e-03
185711.7954, 2.0973e-03
185730.7389, 2.0965e-03
185749.6844, 2.0957e-03
185768.6318, 2.0949e-03
185787.5812, 2.0941e-03
185806.5325, 2.0933e-03
185825.4857, 2.0922e-03
185844.4408, 2.0914e-03
185863.3979, 2.0906e-03
185882.3569, 2.0897e-03
185901.3179, 2.0889e-03
185920.2808, 2.0881e-03
185939.2456, 2.0870e-03
185958.2123, 2.0862e-03
185977.1810, 2.0854e-03
185996.1516, 2.0846e-03
186015.1242, 2.0835e-03
186034.0987, 2.0827e-03
186053.0751, 2.0816e-03
186072.0535, 2.0808e-03
186091.0338, 2.0797e-03
186110.0160, 2.0789e-03
186129.0002, 2.0778e-03
186147.9863, 2.0767e-03
186166.9743, 2.0759e-03
186185.9643, 2.0753e-03
186204.9562, 2.0745e-03
186223.9501, 2.0740e-03
186242.9459, 2.0732e-03
186261.9436, 2.0724e-03
186280.9433, 2.0718e-03
186299.9449, 2.0710e-03
186318.9484, 2.0702e-03
186337.9539, 2.0694e-03
186356.9613, 2.0685e-03
186375.9707, 2.0677e-03
186394.9820, 2.0669e-03
186413.9952, 2.0658e-03
186433.0104, 2.0650e-03
186452.0275, 2.0645e-03
186471.0466, 2.0637e-03
186490.0676, 2.0628e-03
186509.0905, 2.0620e-03
186528.1154, 2.0612e-03
186547.1422, 2.0604e-03
186566.1710, 2.0596e-03
186585.2017, 2.0588e-03
186604.2343, 2.0577e-03
186623.2689, 2.0569e-03
186642.3054, 2.0558e-03
186661.3439, 2.0547e-03
186680.3843, 2.0541e-03
186699.4266, 2.0536e-03
186718.4709, 2.0528e-03
186737.5172, 2.0520e-03
186756.5654, 2.0512e-03
186775.6155, 2.0503e-03
186794.6675, 2.0495e-03
186813.7216, 2.0487e-03
186832.7775, 2.0479e-03
186851.8354, 2.0471e-03
186870.8952, 2.0463e-03
186889.9570, 2.0452e-03
186909.0208, 2.0444e-03
186928.0864, 2.0436e-03
186947.1540, 2.0427e-03
186966.2236, 2.0419e-03
186985.2951, 2.0411e-03
187004.3686, 2.0403e-03
187023.4440, 2.0395e-03
187042.5213, 2.0387e-03
187061.6006, 2.0378e-03
187080.6818, 2.0370e-03
187099.7650, 2.0362e-03
187118.8502, 2.0354e-03
187137.9372, 2.0346e-03
187157.0263, 2.0338e-03
187176.1172, 2.0327e-03
187195.2101, 2.0321e-03
187214.3050, 2.0313e-03
187233.4018, 2.0302e-03
187252.5006, 2.0294e-03
187271.6013, 2.0286e-03
187290.7040, 2.0278e-03
187309.8086, 2.0270e-03
187328.9151, 2.0262e-03
187348.0236, 2.0251e-03
187367.1341, 2.0237e-03
187386.2465, 2.0199e-03
187405.3608, 2.0183e-03
187424.4771, 2.0202e-03
187443.5954, 2.0210e-03
187462.7156, 2.0205e-03
187481.8377, 2.0196e-03
187500.9619, 2.0188e-03
187520.0879, 2.0180e-03
187539.2159, 2.0172e-03
187558.3459, 2.0164e-03
187577.4778, 2.0156e-03
187596.6116, 2.0148e-03
187615.7474, 2.0139e-03
187634.8852, 2.0131e-03
187654.0249, 2.0123e-03
187673.1666, 2.0115e-03
187692.3102, 2.0107e-03
187711.4558, 2.0099e-03
187730.6033, 2.0091e-03
187749.7528, 2.0082e-03
187768.9042, 2.0074e-03
187788.0576, 2.0066e-03
187807.2129, 2.0058e-03
187826.3702, 2.0050e-03
187845.5295, 2.0042e-03
187864.6907, 2.0033e-03
187883.8538, 2.0025e-03
187903.0190, 2.0017e-03
187922.1860, 2.0009e-03
187941.3550, 2.0001e-03
187960.5260, 1.9993e-03
187979.6990, 1.9985e-03
187998.8738, 1.9976e-03
188018.0507, 1.9968e-03
188037.2295, 1.9960e-03
188056.4102, 1.9952e-03
188075.5930, 1.9947e-03
188094.7776, 1.9938e-03
188113.9643, 1.9928e-03
188133.1528, 1.9919e-03
188152.3434, 1.9911e-03
188171.5359, 1.9906e-03
188190.7303, 1.9898e-03
188209.9267, 1.9889e-03
188229.1251, 1.9881e-03
188248.3255, 1.9873e-03
188267.5277, 1.9865e-03
188286.7320, 1.9857e-03
188305.9382, 1.9849e-03
188325.1464, 1.9841e-03
188344.3565, 1.9832e-03
188363.5686, 1.9824e-03
188382.7826, 1.9813e-03
188401.9986, 1.9803e-03
188421.2166, 1.9794e-03
188440.4365, 1.9792e-03
188459.6584, 1.9784e-03
188478.8822, 1.9775e-03
188498.1081, 1.9765e-03
188517.3358, 1.9756e-03
188536.5655, 1.9751e-03
188555.7972, 1.9743e-03
188575.0309, 1.9735e-03
188594.2665, 1.9726e-03
188613.5041, 1.9718e-03
188632.7436, 1.9710e-03
188651.9851, 1.9705e-03
188671.2286, 1.9694e-03
188690.4740, 1.9686e-03
188709.7214, 1.9680e-03
188728.9708, 1.9672e-03
188748.2221, 1.9664e-03
188767.4754, 1.9656e-03
188786.7306, 1.9648e-03
188805.9878, 1.9640e-03
188825.2470, 1.9631e-03
188844.5081, 1.9623e-03
188863.7712, 1.9615e-03
188883.0363, 1.9607e-03
188902.3033, 1.9601e-03
188921.5723, 1.9593e-03
188940.8433, 1.9585e-03
188960.1162, 1.9577e-03
188979.3911, 1.9569e-03
188998.6680, 1.9561e-03
189017.9468, 1.9553e-03
189037.2276, 1.9544e-03
189056.5104, 1.9536e-03
189075.7951, 1.9528e-03
189095.0818, 1.9520e-03
189114.3705, 1.9512e-03
189133.6611, 1.9504e-03
189152.9537, 1.9496e-03
189172.2482, 1.9490e-03
189191.5448, 1.9482e-03
189210.8433, 1.9474e-03
189230.1438, 1.9466e-03
189249.4462, 1.9458e-03
189268.7506, 1.9449e-03
189288.0570, 1.9441e-03
189307.3653, 1.9433e-03
189326.6756, 1.9425e-03
189345.9879, 1.9419e-03
189365.3022, 1.9411e-03
189384.6184, 1.9403e-03
189403.9366, 1.9395e-03
189423.2568, 1.9387e-03
189442.5789, 1.9379e-03
189461.9030, 1.9371e-03
189481.2291, 1.9362e-03
189500.5572, 1.9352e-03
189519.8872, 1.9346e-03
189539.2192, 1.9338e-03
189558.5531, 1.9330e-03
189577.8891, 1.9324e-03
189597.2270, 1.9316e-03
189616.5669, 1.9308e-03
189635.9087, 1.9300e-03
189655.2526, 1.9292e-03
189674.5984, 1.9284e-03
189693.9461, 1.9275e-03
189713.2959, 1.9267e-03
189732.6476, 1.9256e-03
189752.0013, 1.9251e-03
189771.3570, 1.9243e-03
189790.7146, 1.9237e-03
189810.0743, 1.9229e-03
189829.4359, 1.9221e-03
189848.7994, 1.9210e-03
189868.1650, 1.9205e-03
189887.5325, 1.9197e-03
189906.9020, 1.9186e-03
189926.2735, 1.9180e-03
189945.6469, 1.9175e-03
189965.0223, 1.9164e-03
189984.3997, 1.9159e-03
190003.7791, 1.9151e-03
190023.1605, 1.9142e-03
190042.5438, 1.9131e-03
190061.9291, 1.9118e-03
190081.3164, 1.9110e-03
190100.7057, 1.9107e-03
190120.0969, 1.9102e-03
190139.4901, 1.9096e-03
190158.8853, 1.9091e-03
190178.2825, 1.9083e-03
190197.6816, 1.9072e-03
190217.0828, 1.9064e-03
190236.4859, 1.9055e-03
190255.8910, 1.9047e-03
190275.2981, 1.9039e-03
190294.7071, 1.9028e-03
190314.1181, 1.9017e-03
190333.5311, 1.9012e-03
190352.9461, 1.9007e-03
190372.3631, 1.8998e-03
190391.7821, 1.8985e-03
190411.2030, 1.8971e-03
190430.6259, 1.8963e-03
190450.0508, 1.8958e-03
190469.4777, 1.8955e-03
190488.9065, 1.8944e-03
190508.3374, 1.8930e-03
190527.7702, 1.8914e-03
190547.2050, 1.8898e-03
190566.6418, 1.8852e-03
190586.0806, 1.8689e-03
190605.5213, 1.8311e-03
190624.9640, 1.8186e-03
190644.4088, 1.8547e-03
190663.8555, 1.8781e-03
190683.3042, 1.8841e-03
190702.7548, 1.8857e-03
190722.2075, 1.8857e-03
190741.6621, 1.8852e-03
190761.1187, 1.8846e-03
190780.5773, 1.8841e-03
190800.0379, 1.8833e-03
190819.5005, 1.8827e-03
190838.9651, 1.8819e-03
190858.4316, 1.8811e-03
190877.9002, 1.8805e-03
190897.3707, 1.8797e-03
190916.8432, 1.8789e-03
190936.3177, 1.8781e-03
190955.7941, 1.8776e-03
190975.2726, 1.8767e-03
190994.7531, 1.8759e-03
191014.2355, 1.8751e-03
191033.7199, 1.8743e-03
191053.2063, 1.8735e-03
191072.6947, 1.8729e-03
191092.1851, 1.8721e-03
191111.6775, 1.8713e-03
191131.1719, 1.8705e-03
191150.6682, 1.8700e-03
191170.1666, 1.8691e-03
191189.6669, 1.8683e-03
191209.1692, 1.8675e-03
191228.6735, 1.8670e-03
191248.1798, 1.8661e-03
191267.6881, 1.8653e-03
191287.1984, 1.8645e-03
191306.7107, 1.8637e-03
191326.2249, 1.8632e-03
191345.7412, 1.8623e-03
191365.2594, 1.8615e-03
191384.7797, 1.8607e-03
191404.3019, 1.8599e-03
191423.8261, 1.8594e-03
191443.3523, 1.8585e-03
191462.8805, 1.8577e-03
191482.4107, 1.8569e-03
191501.9429, 1.8564e-03
191521.4771, 1.8556e-03
191541.0132, 1.8547e-03
191560.5514, 1.8539e-03
191580.0915, 1.8531e-03
191599.6337, 1.8523e-03
191619.1778, 1.8518e-03
191638.7240, 1.8509e-03
191658.2721, 1.8501e-03
191677.8222, 1.8496e-03
191697.3743, 1.8485e-03
191716.9284, 1.8477e-03
191736.4845, 1.8471e-03
191756.0426, 1.8466e-03
191775.6027, 1.8458e-03
191795.1648, 1.8450e-03
191814.7289, 1.8441e-03
191834.2950, 1.8436e-03
191853.8631, 1.8428e-03
191873.4331, 1.8420e-03
191893.0052, 1.8412e-03
191912.5793, 1.8406e-03
191932.1553, 1.8398e-03
191951.7334, 1.8390e-03
191971.3134, 1.8382e-03
191990.8955, 1.8376e-03
192010.4795, 1.8368e-03
192030.0656, 1.8360e-03
192049.6536, 1.8352e-03
192069.2437, 1.8346e-03
192088.8357, 1.8338e-03
192108.4298, 1.8327e-03
192128.0258, 1.8319e-03
192147.6238, 1.8314e-03
192167.2239, 1.8308e-03
192186.8259, 1.8300e-03
192206.4300, 1.8292e-03
192226.0360, 1.8287e-03
192245.6440, 1.8278e-03
192265.2541, 1.8270e-03
192284.8661, 1.8265e-03
192304.4801, 1.8257e-03
192324.0962, 1.8249e-03
192343.7142, 1.8240e-03
192363.3343, 1.8235e-03
192382.9563, 1.8227e-03
192402.5803, 1.8219e-03
192422.2064, 1.8211e-03
192441.8344, 1.8205e-03
192461.4645, 1.8197e-03
192481.0965, 1.8189e-03
192500.7306, 1.8181e-03
192520.3666, 1.8175e-03
192540.0047, 1.8167e-03
192559.6448, 1.8159e-03
192579.2868, 1.8153e-03
192598.9309, 1.8145e-03
192618.5770, 1.8137e-03
192638.2250, 1.8129e-03
192657.8751, 1.8124e-03
192677.5272, 1.8115e-03
192697.1813, 1.8107e-03
192716.8374, 1.8102e-03
192736.4955, 1.8094e-03
192756.1556, 1.8086e-03
192775.8177, 1.8080e-03
192795.4818, 1.8072e-03
192815.1480, 1.8064e-03
192834.8161, 1.8056e-03
192854.4862, 1.8050e-03
192874.1584, 1.8042e-03
192893.8325, 1.8034e-03
192913.5087, 1.8028e-03
192933.1868, 1.8020e-03
192952.8670, 1.8012e-03
192972.5492, 1.8007e-03
192992.2334, 1.7999e-03
193011.9195, 1.7990e-03
193031.6077, 1.7985e-03
193051.2980, 1.7977e-03
193070.9902, 1.7969e-03
193090.6844, 1.7963e-03
193110.3806, 1.7955e-03
193130.0789, 1.7947e-03
193149.7791, 1.7939e-03
193169.4814, 1.7933e-03
193189.1857, 1.7925e-03
193208.8919, 1.7917e-03
193228.6002, 1.7912e-03
193248.3105, 1.7904e-03
193268.0229, 1.7895e-03
193287.7372, 1.7890e-03
193307.4535, 1.7882e-03
193327.1719, 1.7874e-03
193346.8922, 1.7868e-03
193366.6146, 1.7860e-03
193386.3390, 1.7852e-03
193406.0654, 1.7846e-03
193425.7938, 1.7838e-03
193445.5242, 1.7830e-03
193465.2566, 1.7825e-03
193484.9911, 1.7817e-03
193504.7275, 1.7808e-03
193524.4660, 1.7803e-03
193544.2065, 1.7795e-03
193563.9490, 1.7787e-03
193583.6935, 1.7781e-03
193603.4400, 1.7773e-03
193623.1885, 1.7768e-03
193642.9391, 1.7760e-03
193662.6917, 1.7751e-03
193682.4462, 1.7746e-03
193702.2028, 1.7738e-03
193721.9614, 1.7730e-03
193741.7221, 1.7724e-03
193761.4847, 1.7716e-03
193781.2494, 1.7708e-03
193801.0161, 1.7702e-03
193820.7847, 1.7694e-03
193840.5555, 1.7686e-03
193860.3282, 1.7678e-03
193880.1029, 1.7673e-03
193899.8797, 1.7664e-03
193919.6585, 1.7659e-03
193939.4392, 1.7651e-03
193959.2221, 1.7645e-03
193979.0069, 1.7637e-03
193998.7937, 1.7629e-03
194018.5826, 1.7621e-03
194038.3735, 1.7616e-03
194058.1664, 1.7607e-03
194077.9613, 1.7602e-03
