Wavelength,Flux
45583.9367, 4.6511e-01
45588.5865, 4.5289e-01
45593.2368, 4.2572e-01
45597.8875, 4.7380e-01
45602.5387, 5.1238e-01
45607.1904, 5.1537e-01
45611.8426, 5.0858e-01
45616.4952, 4.6593e-01
45621.1484, 3.9774e-01
45625.8019, 4.0018e-01
45630.4560, 4.2409e-01
45635.1105, 4.7217e-01
45639.7656, 5.0369e-01
45644.4210, 4.8576e-01
45649.0770, 4.7679e-01
45653.7335, 4.8820e-01
45658.3904, 4.5995e-01
45663.0478, 4.1512e-01
45667.7056, 4.2925e-01
45672.3640, 4.3115e-01
45677.0228, 4.2354e-01
45681.6821, 4.7652e-01
45686.3418, 4.8630e-01
45691.0021, 4.4229e-01
45695.6628, 4.3468e-01
45700.3240, 4.5479e-01
45704.9856, 4.4229e-01
45709.6478, 4.4148e-01
45714.3104, 4.7951e-01
45718.9735, 5.0831e-01
45723.6371, 4.9690e-01
45728.3011, 4.2735e-01
45732.9656, 3.8524e-01
45737.6306, 4.5560e-01
45742.2961, 4.9934e-01
45746.9620, 4.9554e-01
45751.6285, 4.4800e-01
45756.2954, 3.9257e-01
45760.9627, 4.1893e-01
45765.6306, 4.5805e-01
45770.2989, 4.9690e-01
45774.9677, 5.1075e-01
45779.6370, 4.9798e-01
45784.3068, 4.5479e-01
45788.9770, 4.3957e-01
45793.6477, 4.4120e-01
45798.3189, 4.0072e-01
45802.9905, 3.9475e-01
45807.6627, 4.5886e-01
45812.3353, 4.9255e-01
45817.0084, 4.6484e-01
45821.6820, 4.2871e-01
45826.3560, 4.4093e-01
45831.0305, 4.6457e-01
45835.7055, 4.8141e-01
45840.3810, 4.3985e-01
45845.0570, 3.9502e-01
45849.7334, 4.2246e-01
45854.4103, 4.4365e-01
45859.0877, 4.3550e-01
45863.7655, 4.3631e-01
45868.4439, 4.5316e-01
45873.1227, 4.3414e-01
45877.8020, 4.2083e-01
45882.4817, 4.3631e-01
45887.1620, 4.1594e-01
45891.8427, 4.0045e-01
45896.5239, 3.6921e-01
45901.2056, 3.8252e-01
45905.8878, 4.4609e-01
45910.5704, 4.8576e-01
45915.2535, 4.8304e-01
45919.9371, 4.8223e-01
45924.6212, 4.7734e-01
45929.3057, 4.5913e-01
45933.9907, 4.4338e-01
45938.6762, 4.3468e-01
45943.3622, 4.1078e-01
45948.0487, 3.9366e-01
45952.7356, 3.7383e-01
45957.4230, 3.8578e-01
45962.1109, 4.2137e-01
45966.7993, 4.3550e-01
45971.4881, 4.4935e-01
45976.1775, 4.8576e-01
45980.8673, 4.8494e-01
45985.5575, 4.7543e-01
45990.2483, 4.4963e-01
45994.9395, 4.2816e-01
45999.6313, 4.5017e-01
46004.3235, 4.5506e-01
46009.0161, 4.5397e-01
46013.7093, 4.4229e-01
46018.4029, 3.6731e-01
46023.0970, 3.5535e-01
46027.7916, 4.3441e-01
46032.4867, 4.7000e-01
46037.1822, 4.5615e-01
46041.8783, 4.1811e-01
46046.5748, 4.1023e-01
46051.2718, 4.5424e-01
46055.9692, 4.7435e-01
46060.6672, 4.9337e-01
46065.3656, 5.0124e-01
46070.0645, 4.8793e-01
46074.7639, 4.4555e-01
46079.4637, 4.0154e-01
46084.1641, 3.9013e-01
46088.8649, 3.8143e-01
46093.5662, 3.7274e-01
46098.2680, 3.8578e-01
46102.9702, 4.4338e-01
46107.6730, 4.8657e-01
46112.3762, 4.8712e-01
46117.0799, 4.6593e-01
46121.7841, 4.5044e-01
46126.4887, 4.4609e-01
46131.1939, 4.7082e-01
46135.8995, 4.6321e-01
46140.6056, 4.1757e-01
46145.3121, 4.0317e-01
46150.0192, 4.2626e-01
46154.7267, 4.4528e-01
46159.4348, 4.1838e-01
46164.1433, 4.0589e-01
46168.8522, 4.2001e-01
46173.5617, 4.3849e-01
46178.2716, 4.4718e-01
46182.9821, 4.7734e-01
46187.6930, 4.7543e-01
46192.4043, 4.6375e-01
46197.1162, 4.3957e-01
46201.8285, 3.7790e-01
46206.5414, 3.7872e-01
46211.2547, 4.2001e-01
46215.9684, 4.4745e-01
46220.6827, 4.6864e-01
46225.3975, 4.6022e-01
46230.1127, 4.3061e-01
46234.8284, 4.5560e-01
46239.5446, 4.6864e-01
46244.2612, 4.5316e-01
46248.9784, 4.2680e-01
46253.6960, 3.7247e-01
46258.4141, 3.9828e-01
46263.1327, 4.2708e-01
46267.8518, 4.0860e-01
46272.5714, 4.3360e-01
46277.2914, 4.7625e-01
46282.0119, 4.9201e-01
46286.7329, 4.9119e-01
46291.4544, 4.7163e-01
46296.1764, 4.1838e-01
46300.8988, 3.8660e-01
46305.6217, 4.0969e-01
46310.3452, 4.1947e-01
46315.0690, 4.4637e-01
46319.7934, 4.7652e-01
46324.5183, 4.7082e-01
46329.2436, 4.1811e-01
46333.9694, 4.0127e-01
46338.6957, 4.3251e-01
46343.4225, 4.4093e-01
46348.1498, 4.6919e-01
46352.8775, 4.8060e-01
46357.6058, 4.6647e-01
46362.3345, 4.3224e-01
46367.0637, 4.0317e-01
46371.7933, 3.9774e-01
46376.5235, 4.2517e-01
46381.2541, 4.6267e-01
46385.9853, 4.4474e-01
46390.7169, 4.0996e-01
46395.4490, 3.9257e-01
46400.1815, 4.2327e-01
46404.9146, 4.6158e-01
46409.6481, 4.5452e-01
46414.3822, 4.5289e-01
46419.1167, 4.5533e-01
46423.8516, 4.1268e-01
46428.5871, 4.0969e-01
46433.3231, 4.2409e-01
46438.0595, 4.3360e-01
46442.7964, 4.4691e-01
46447.5338, 4.2735e-01
46452.2717, 4.4311e-01
46457.0101, 4.4093e-01
46461.7489, 4.0154e-01
46466.4883, 4.2164e-01
46471.2281, 4.6212e-01
46475.9684, 4.4338e-01
46480.7092, 3.9176e-01
46485.4504, 3.8198e-01
46490.1922, 4.0344e-01
46494.9344, 4.0263e-01
46499.6772, 4.2191e-01
46504.4204, 4.3360e-01
46509.1640, 4.5044e-01
46513.9082, 4.5615e-01
46518.6529, 4.3251e-01
46523.3980, 4.0127e-01
46528.1436, 3.8089e-01
46532.8897, 3.5590e-01
46537.6363, 3.7682e-01
46542.3834, 3.9257e-01
46547.1310, 4.2708e-01
46551.8790, 4.4718e-01
46556.6275, 4.5234e-01
46561.3766, 4.5832e-01
46566.1261, 4.4039e-01
46570.8760, 4.3115e-01
46575.6265, 4.4012e-01
46580.3775, 4.2545e-01
46585.1289, 4.2137e-01
46589.8808, 4.4501e-01
46594.6332, 4.0887e-01
46599.3861, 3.3661e-01
46604.1395, 3.4612e-01
46608.8933, 4.0724e-01
46613.6477, 4.4446e-01
46618.4025, 4.6674e-01
46623.1578, 4.7272e-01
46627.9136, 4.5289e-01
46632.6699, 4.2219e-01
46637.4267, 4.2816e-01
46642.1839, 4.3115e-01
46646.9417, 4.2843e-01
46651.6999, 4.5370e-01
46656.4586, 4.6022e-01
46661.2178, 4.1947e-01
46665.9775, 3.6758e-01
46670.7377, 3.6622e-01
46675.4983, 3.9611e-01
46680.2595, 4.1458e-01
46685.0211, 3.8931e-01
46689.7832, 4.1648e-01
46694.5458, 4.6022e-01
46699.3089, 4.6837e-01
46704.0724, 4.6185e-01
46708.8365, 4.5180e-01
46713.6010, 4.5696e-01
46718.3661, 4.5126e-01
46723.1316, 4.0833e-01
46727.8976, 3.8334e-01
46732.6641, 4.1213e-01
46737.4310, 3.9393e-01
46742.1985, 3.8850e-01
46746.9664, 4.2382e-01
46751.7349, 4.1186e-01
46756.5038, 4.3034e-01
46761.2732, 4.5207e-01
46766.0431, 4.3631e-01
46770.8134, 4.4039e-01
46775.5843, 4.4637e-01
46780.3556, 4.4691e-01
46785.1275, 4.3360e-01
46789.8998, 3.8795e-01
46794.6726, 3.9339e-01
46799.4459, 4.2789e-01
46804.2197, 4.2056e-01
46808.9940, 3.8904e-01
46813.7687, 4.0290e-01
46818.5440, 4.4800e-01
46823.3197, 4.3550e-01
46828.0959, 3.9502e-01
46832.8726, 4.0752e-01
46837.6498, 4.5098e-01
46842.4275, 4.5370e-01
46847.2056, 4.0806e-01
46851.9843, 3.6160e-01
46856.7634, 3.8497e-01
46861.5431, 4.4528e-01
46866.3232, 4.6402e-01
46871.1038, 4.6511e-01
46875.8849, 4.6022e-01
46880.6665, 4.2708e-01
46885.4485, 4.0806e-01
46890.2311, 4.3876e-01
46895.0141, 4.3550e-01
46899.7977, 4.1159e-01
46904.5817, 3.9665e-01
46909.3662, 3.8089e-01
46914.1512, 3.8089e-01
46918.9367, 3.9692e-01
46923.7226, 4.2680e-01
46928.5091, 4.5424e-01
46933.2960, 4.5778e-01
46938.0835, 4.4311e-01
46942.8714, 4.1648e-01
46947.6598, 4.3305e-01
46952.4487, 4.3767e-01
46957.2381, 3.9312e-01
46962.0280, 3.8877e-01
46966.8183, 4.3224e-01
46971.6092, 4.4148e-01
46976.4005, 4.3985e-01
46981.1924, 4.3115e-01
46985.9847, 3.8524e-01
46990.7775, 3.6758e-01
46995.5708, 3.9420e-01
47000.3646, 4.0480e-01
47005.1589, 4.1974e-01
47009.9536, 4.4446e-01
47014.7489, 4.4175e-01
47019.5446, 4.1757e-01
47024.3409, 4.2871e-01
47029.1376, 4.1893e-01
47033.9348, 3.8687e-01
47038.7325, 3.9529e-01
47043.5307, 4.3523e-01
47048.3294, 4.4012e-01
47053.1285, 4.1404e-01
47057.9282, 4.3061e-01
47062.7283, 4.5098e-01
47067.5290, 4.3849e-01
47072.3301, 4.0072e-01
47077.1317, 3.8252e-01
47081.9338, 3.8795e-01
47086.7364, 3.8795e-01
47091.5395, 4.2191e-01
47096.3431, 4.5370e-01
47101.1472, 4.4908e-01
47105.9517, 4.1431e-01
47110.7568, 4.0263e-01
47115.5623, 4.0942e-01
47120.3683, 3.9013e-01
47125.1749, 3.9964e-01
47129.9819, 4.1893e-01
47134.7894, 3.8660e-01
47139.5974, 3.6622e-01
47144.4058, 3.9937e-01
47149.2148, 4.3115e-01
47154.0243, 4.3441e-01
47158.8342, 4.3495e-01
47163.6447, 4.4120e-01
47168.4556, 4.4066e-01
47173.2670, 4.1023e-01
47178.0789, 3.7682e-01
47182.8913, 3.5726e-01
47187.7042, 3.4938e-01
47192.5176, 3.7301e-01
47197.3315, 3.8986e-01
47202.1459, 4.0643e-01
47206.9607, 4.3441e-01
47211.7761, 4.3713e-01
47216.5919, 4.2898e-01
47221.4082, 4.2816e-01
47226.2251, 4.3767e-01
47231.0424, 4.4311e-01
47235.8602, 4.2246e-01
47240.6785, 4.0915e-01
47245.4973, 4.3414e-01
47250.3166, 4.4256e-01
47255.1363, 4.1213e-01
47259.9566, 3.5400e-01
47264.7774, 3.4150e-01
47269.5986, 3.9366e-01
47274.4203, 4.3034e-01
47279.2426, 4.3822e-01
47284.0653, 4.3930e-01
47288.8885, 4.1431e-01
47293.7122, 3.9203e-01
47298.5364, 4.0752e-01
47303.3611, 4.3876e-01
47308.1863, 4.4800e-01
47313.0120, 4.3849e-01
47317.8381, 4.3278e-01
47322.6648, 4.0996e-01
47327.4920, 3.8605e-01
47332.3196, 3.7573e-01
47337.1477, 3.5943e-01
47341.9764, 3.5671e-01
47346.8055, 3.8931e-01
47351.6351, 4.1811e-01
47356.4652, 4.0072e-01
47361.2958, 4.0833e-01
47366.1269, 4.4066e-01
47370.9585, 4.4664e-01
47375.7906, 4.3088e-01
47380.6232, 4.0969e-01
47385.4562, 4.0643e-01
47390.2898, 4.0181e-01
47395.1238, 4.0887e-01
47399.9584, 3.9094e-01
47404.7934, 3.7328e-01
47409.6289, 3.8388e-01
47414.4650, 4.0643e-01
47419.3015, 3.9909e-01
47424.1385, 3.8578e-01
47428.9760, 4.1404e-01
47433.8140, 4.3876e-01
47438.6525, 4.4446e-01
47443.4915, 4.3278e-01
47448.3309, 3.9393e-01
47453.1709, 3.5671e-01
47458.0114, 3.8714e-01
47462.8523, 4.1947e-01
47467.6938, 4.1349e-01
47472.5357, 4.2056e-01
47477.3782, 4.0507e-01
47482.2211, 3.9611e-01
47487.0645, 4.2925e-01
47491.9085, 4.3849e-01
47496.7529, 4.1050e-01
47501.5978, 3.8225e-01
47506.4432, 3.8632e-01
47511.2891, 3.7193e-01
47516.1355, 3.8089e-01
47520.9824, 3.9284e-01
47525.8298, 4.1702e-01
47530.6776, 4.3740e-01
47535.5260, 4.3034e-01
47540.3749, 4.0290e-01
47545.2242, 3.8660e-01
47550.0741, 3.9665e-01
47554.9244, 3.8306e-01
47559.7753, 3.9203e-01
47564.6266, 4.0806e-01
47569.4785, 3.9475e-01
47574.3308, 4.1295e-01
47579.1836, 4.2246e-01
47584.0369, 3.8687e-01
47588.8908, 3.7030e-01
47593.7451, 4.0860e-01
47598.5999, 4.1974e-01
47603.4552, 4.0806e-01
47608.3110, 4.1458e-01
47613.1673, 4.3468e-01
47618.0240, 4.3849e-01
47622.8813, 4.2164e-01
47627.7391, 3.7220e-01
47632.5974, 3.5916e-01
47637.4561, 3.7627e-01
47642.3154, 3.9257e-01
47647.1752, 4.1322e-01
47652.0354, 3.9420e-01
47656.8962, 3.7546e-01
47661.7574, 3.9529e-01
47666.6192, 3.9855e-01
47671.4814, 4.0480e-01
47676.3441, 4.0018e-01
47681.2074, 4.0344e-01
47686.0711, 4.0453e-01
47690.9353, 4.0643e-01
47695.8000, 4.1458e-01
47700.6652, 3.9067e-01
47705.5309, 3.7030e-01
47710.3972, 3.9013e-01
47715.2639, 4.2219e-01
47720.1311, 4.2164e-01
47724.9988, 3.9556e-01
47729.8670, 3.8306e-01
47734.7356, 3.7165e-01
47739.6048, 3.9529e-01
47744.4745, 4.1078e-01
47749.3447, 3.8008e-01
47754.2154, 3.8143e-01
47759.0865, 4.1539e-01
47763.9582, 4.0724e-01
47768.8304, 3.7084e-01
47773.7030, 3.8605e-01
47778.5762, 4.0806e-01
47783.4499, 3.9502e-01
47788.3240, 3.9312e-01
47793.1987, 3.9339e-01
47798.0738, 3.8089e-01
47802.9495, 3.7573e-01
47807.8256, 3.6296e-01
47812.7023, 3.8035e-01
47817.5794, 4.1485e-01
47822.4570, 4.2599e-01
47827.3352, 4.0833e-01
47832.2138, 3.7546e-01
47837.0929, 3.9203e-01
47841.9726, 4.0996e-01
47846.8527, 4.0833e-01
47851.7333, 4.0561e-01
47856.6144, 3.6921e-01
47861.4960, 3.3932e-01
47866.3782, 3.4258e-01
47871.2608, 3.5970e-01
47876.1439, 3.8632e-01
47881.0275, 4.0643e-01
47885.9116, 4.0697e-01
47890.7962, 4.2001e-01
47895.6813, 4.2735e-01
47900.5669, 4.2273e-01
47905.4530, 4.1376e-01
47910.3396, 4.0263e-01
47915.2267, 4.1132e-01
47920.1143, 4.0561e-01
47925.0024, 3.7546e-01
47929.8910, 3.5372e-01
47934.7801, 3.5291e-01
47939.6697, 3.4204e-01
47944.5598, 3.5617e-01
47949.4504, 3.7817e-01
47954.3415, 3.7491e-01
47959.2331, 3.8687e-01
47964.1251, 3.8008e-01
47969.0177, 3.9203e-01
47973.9108, 4.1539e-01
47978.8044, 4.2083e-01
47983.6985, 4.2653e-01
47988.5931, 4.2843e-01
47993.4881, 4.2164e-01
47998.3837, 4.0018e-01
48003.2798, 3.7627e-01
48008.1764, 3.6541e-01
48013.0735, 3.5128e-01
48017.9710, 3.5372e-01
48022.8691, 3.5590e-01
48027.7677, 3.4775e-01
48032.6668, 3.6785e-01
48037.5663, 4.0697e-01
48042.4664, 3.9882e-01
48047.3670, 3.6541e-01
48052.2681, 3.7654e-01
48057.1697, 4.0833e-01
48062.0717, 4.1539e-01
48066.9743, 3.9203e-01
48071.8774, 3.7356e-01
48076.7810, 3.8551e-01
48081.6850, 4.0534e-01
48086.5896, 3.9774e-01
48091.4947, 3.8306e-01
48096.4003, 3.7736e-01
48101.3063, 3.7600e-01
48106.2129, 3.8741e-01
48111.1200, 4.0127e-01
48116.0276, 4.1241e-01
48120.9357, 4.0643e-01
48125.8442, 3.8334e-01
48130.7533, 3.3797e-01
48135.6629, 3.2656e-01
48140.5730, 3.4503e-01
48145.4836, 3.7193e-01
48150.3947, 4.0127e-01
48155.3062, 4.1186e-01
48160.2183, 4.0643e-01
48165.1309, 3.8877e-01
48170.0440, 4.0018e-01
48174.9576, 4.1404e-01
48179.8717, 4.0779e-01
48184.7863, 3.8823e-01
48189.7014, 3.5019e-01
48194.6170, 3.6568e-01
48199.5331, 3.9692e-01
48204.4497, 3.8660e-01
48209.3668, 3.9149e-01
48214.2844, 4.1023e-01
48219.2025, 4.1865e-01
48224.1211, 4.1241e-01
48229.0402, 3.7817e-01
48233.9598, 3.2737e-01
48238.8799, 3.1107e-01
48243.8005, 3.4639e-01
48248.7216, 3.8198e-01
48253.6432, 3.9339e-01
48258.5654, 4.1241e-01
48263.4880, 4.1893e-01
48268.4111, 4.0561e-01
48273.3347, 3.7165e-01
48278.2589, 3.5753e-01
48283.1835, 3.6215e-01
48288.1086, 3.9040e-01
48293.0342, 4.1512e-01
48297.9604, 4.1893e-01
48302.8870, 4.0942e-01
48307.8142, 3.8904e-01
48312.7418, 3.7763e-01
48317.6700, 3.7845e-01
48322.5986, 3.8632e-01
48327.5278, 3.9448e-01
48332.4574, 3.5237e-01
48337.3876, 3.1433e-01
48342.3182, 3.4313e-01
48347.2494, 3.8089e-01
48352.1811, 4.0887e-01
48357.1132, 4.1241e-01
48362.0459, 4.0724e-01
48366.9791, 4.0100e-01
48371.9127, 3.7328e-01
48376.8469, 3.6513e-01
48381.7816, 3.8442e-01
48386.7168, 3.9203e-01
48391.6525, 4.0263e-01
48396.5887, 3.9284e-01
48401.5254, 3.8632e-01
48406.4626, 3.9746e-01
48411.4003, 3.8632e-01
48416.3385, 3.7546e-01
48421.2772, 3.9665e-01
48426.2164, 4.0643e-01
48431.1562, 3.7193e-01
48436.0964, 3.0645e-01
48441.0371, 3.1515e-01
48445.9783, 3.7138e-01
48450.9201, 3.9067e-01
48455.8623, 3.9937e-01
48460.8051, 3.9665e-01
48465.7483, 3.7464e-01
48470.6921, 3.7600e-01
48475.6363, 3.8660e-01
48480.5811, 3.7736e-01
48485.5264, 3.6731e-01
48490.4721, 3.5753e-01
48495.4184, 3.7519e-01
48500.3652, 3.7817e-01
48505.3125, 3.9284e-01
48510.2603, 4.0833e-01
48515.2086, 4.0833e-01
48520.1573, 4.0589e-01
48525.1067, 3.9583e-01
48530.0565, 3.7138e-01
48535.0068, 3.4449e-01
48539.9576, 3.3987e-01
48544.9089, 3.3362e-01
48549.8607, 3.6459e-01
48554.8131, 3.8497e-01
48559.7659, 3.4584e-01
48564.7193, 3.2493e-01
48569.6731, 3.6595e-01
48574.6275, 3.9692e-01
48579.5823, 3.9909e-01
48584.5377, 3.9855e-01
48589.4936, 4.0154e-01
48594.4499, 3.9094e-01
48599.4068, 3.8062e-01
48604.3642, 3.9094e-01
48609.3221, 3.9176e-01
48614.2805, 3.9420e-01
48619.2394, 3.9746e-01
48624.1988, 3.8551e-01
48629.1587, 3.6160e-01
48634.1191, 3.3172e-01
48639.0801, 3.3063e-01
48644.0415, 3.5264e-01
48649.0035, 3.3742e-01
48653.9659, 3.0727e-01
48658.9289, 3.3634e-01
48663.8923, 3.8605e-01
48668.8563, 4.0398e-01
48673.8207, 4.0480e-01
48678.7857, 3.9991e-01
48683.7512, 3.9909e-01
48688.7172, 3.9855e-01
48693.6837, 3.8279e-01
48698.6507, 3.6541e-01
48703.6182, 3.7763e-01
48708.5862, 3.7030e-01
48713.5548, 3.4584e-01
48718.5238, 3.6541e-01
48723.4933, 3.7845e-01
48728.4634, 3.7274e-01
48733.4339, 3.7002e-01
48738.4050, 3.4313e-01
48743.3765, 3.5726e-01
48748.3486, 3.7845e-01
48753.3212, 3.4693e-01
48758.2943, 3.1949e-01
48763.2679, 3.3280e-01
48768.2420, 3.5074e-01
48773.2166, 3.7573e-01
48778.1917, 3.9040e-01
48783.1673, 3.7953e-01
48788.1435, 3.6323e-01
48793.1201, 3.7573e-01
48798.0973, 3.9529e-01
48803.0749, 3.8605e-01
48808.0531, 3.6459e-01
48813.0317, 3.7220e-01
48818.0109, 3.9176e-01
48822.9906, 3.9339e-01
48827.9708, 3.7356e-01
48832.9515, 3.4856e-01
48837.9327, 3.3226e-01
48842.9144, 3.3280e-01
48847.8967, 3.5046e-01
48852.8794, 3.5372e-01
48857.8626, 3.7491e-01
48862.8464, 3.7383e-01
48867.8306, 3.3932e-01
48872.8154, 3.5372e-01
48877.8007, 3.8008e-01
48882.7865, 3.7709e-01
48887.7728, 3.7328e-01
48892.7596, 3.7111e-01
48897.7469, 3.5698e-01
48902.7347, 3.5182e-01
48907.7230, 3.6486e-01
48912.7119, 3.8252e-01
48917.7012, 3.9393e-01
48922.6911, 3.9502e-01
48927.6814, 3.8388e-01
48932.6723, 3.7953e-01
48937.6637, 3.8714e-01
48942.6556, 3.6269e-01
48947.6480, 3.1026e-01
48952.6409, 3.1569e-01
48957.6343, 3.6758e-01
48962.6282, 3.8687e-01
48967.6227, 3.8795e-01
48972.6176, 3.7002e-01
48977.6131, 3.2221e-01
48982.6090, 3.2791e-01
48987.6055, 3.6432e-01
48992.6025, 3.6296e-01
48997.6000, 3.6731e-01
49002.5980, 3.8279e-01
49007.5965, 3.8605e-01
49012.5955, 3.7709e-01
49017.5951, 3.8279e-01
49022.5951, 3.8524e-01
49027.5957, 3.6649e-01
49032.5967, 3.6079e-01
49037.5983, 3.7872e-01
49042.6004, 3.8306e-01
49047.6030, 3.4449e-01
49052.6061, 3.0292e-01
49057.6097, 3.3987e-01
49062.6138, 3.7627e-01
49067.6185, 3.7899e-01
49072.6236, 3.7165e-01
49077.6293, 3.6405e-01
49082.6355, 3.5318e-01
49087.6421, 3.1650e-01
49092.6493, 3.2139e-01
49097.6570, 3.6894e-01
49102.6652, 3.8279e-01
49107.6740, 3.6812e-01
49112.6832, 3.7030e-01
49117.6929, 3.7845e-01
49122.7032, 3.6595e-01
49127.7140, 3.7030e-01
49132.7252, 3.7627e-01
49137.7370, 3.5997e-01
49142.7493, 3.5318e-01
49147.7621, 3.5508e-01
49152.7755, 3.3253e-01
49157.7893, 3.1352e-01
49162.8036, 3.2819e-01
49167.8185, 3.6758e-01
49172.8339, 3.8279e-01
49177.8497, 3.7519e-01
49182.8661, 3.5046e-01
49187.8830, 3.3987e-01
49192.9004, 3.4204e-01
49197.9184, 3.3280e-01
49202.9368, 3.1243e-01
49207.9558, 3.3226e-01
49212.9752, 3.7220e-01
49217.9952, 3.8497e-01
49223.0157, 3.8171e-01
49228.0367, 3.7845e-01
49233.0582, 3.8334e-01
49238.0802, 3.8469e-01
49243.1028, 3.7926e-01
49248.1258, 3.6160e-01
49253.1494, 3.3661e-01
49258.1734, 3.3199e-01
49263.1980, 3.4666e-01
49268.2231, 3.2058e-01
49273.2487, 3.0727e-01
49278.2749, 3.2167e-01
49283.3015, 3.4204e-01
49288.3286, 3.6785e-01
49293.3563, 3.8116e-01
49298.3845, 3.8252e-01
49303.4132, 3.7193e-01
49308.4424, 3.6242e-01
49313.4721, 3.4204e-01
49318.5023, 3.2846e-01
49323.5330, 3.5943e-01
49328.5643, 3.7926e-01
49333.5961, 3.7953e-01
49338.6283, 3.6839e-01
49343.6611, 3.5074e-01
49348.6944, 3.4856e-01
49353.7282, 3.4204e-01
49358.7626, 3.2357e-01
49363.7974, 3.2982e-01
49368.8328, 3.6079e-01
49373.8687, 3.4530e-01
49378.9050, 3.0401e-01
49383.9419, 3.2982e-01
49388.9794, 3.7138e-01
49394.0173, 3.8062e-01
49399.0557, 3.7383e-01
49404.0947, 3.6921e-01
49409.1341, 3.6405e-01
49414.1741, 3.6160e-01
49419.2146, 3.6296e-01
49424.2556, 3.5264e-01
49429.2972, 3.2384e-01
49434.3392, 3.0754e-01
49439.3818, 3.3878e-01
49444.4248, 3.5970e-01
49449.4684, 3.6350e-01
49454.5125, 3.7165e-01
49459.5571, 3.6595e-01
49464.6023, 3.4014e-01
49469.6479, 3.4177e-01
49474.6941, 3.4883e-01
49479.7407, 3.1868e-01
49484.7879, 3.1134e-01
49489.8356, 3.1406e-01
49494.8838, 3.4068e-01
49499.9326, 3.6921e-01
49504.9818, 3.6867e-01
49510.0316, 3.5726e-01
49515.0818, 3.6568e-01
49520.1326, 3.7682e-01
49525.1839, 3.7464e-01
49530.2358, 3.5780e-01
49535.2881, 3.5046e-01
49540.3409, 3.4612e-01
49545.3943, 3.2520e-01
49550.4482, 3.0754e-01
49555.5026, 3.3661e-01
49560.5575, 3.6948e-01
49565.6129, 3.6785e-01
49570.6689, 3.3769e-01
49575.7253, 3.2221e-01
49580.7823, 3.2791e-01
49585.8398, 3.4014e-01
49590.8978, 3.4530e-01
49595.9563, 3.4340e-01
49601.0154, 3.1596e-01
49606.0749, 3.1976e-01
49611.1350, 3.5563e-01
49616.1956, 3.7057e-01
49621.2567, 3.5807e-01
49626.3183, 3.3824e-01
49631.3805, 3.5074e-01
49636.4431, 3.6323e-01
49641.5063, 3.6378e-01
49646.5700, 3.6839e-01
49651.6342, 3.7546e-01
49656.6989, 3.7491e-01
49661.7641, 3.5780e-01
49666.8299, 3.1678e-01
49671.8962, 3.1189e-01
49676.9629, 3.1868e-01
49682.0303, 2.9912e-01
49687.0981, 3.3009e-01
49692.1664, 3.5372e-01
49697.2353, 3.4666e-01
49702.3046, 3.5372e-01
49707.3745, 3.5671e-01
49712.4449, 3.3335e-01
49717.5159, 3.1759e-01
49722.5873, 3.3389e-01
49727.6593, 3.4856e-01
49732.7317, 3.5726e-01
49737.8047, 3.6541e-01
49742.8782, 3.6350e-01
49747.9523, 3.5535e-01
49753.0268, 3.5427e-01
49758.1019, 3.6296e-01
49763.1774, 3.7057e-01
49768.2535, 3.6676e-01
49773.3302, 3.5563e-01
49778.4073, 3.4856e-01
49783.4849, 3.0944e-01
49788.5631, 2.6994e-01
49793.6418, 3.0618e-01
49798.7210, 3.3579e-01
49803.8007, 3.4584e-01
49808.8810, 3.6215e-01
49813.9617, 3.6541e-01
49819.0430, 3.4693e-01
49824.1248, 3.2791e-01
49829.2071, 3.1243e-01
49834.2900, 3.2085e-01
49839.3733, 3.4639e-01
49844.4572, 3.5698e-01
49849.5416, 3.5182e-01
49854.6265, 3.4965e-01
49859.7119, 3.4720e-01
49864.7978, 3.4910e-01
49869.8843, 3.6106e-01
49874.9713, 3.6731e-01
49880.0588, 3.6676e-01
49885.1468, 3.5400e-01
49890.2353, 3.2384e-01
49895.3244, 3.0835e-01
49900.4140, 2.9803e-01
49905.5041, 2.9558e-01
49910.5947, 3.0509e-01
49915.6858, 3.2628e-01
49920.7775, 3.2411e-01
49925.8697, 3.2710e-01
49930.9624, 3.4041e-01
49936.0556, 3.5209e-01
49941.1493, 3.4095e-01
49946.2436, 3.1243e-01
49951.3383, 3.3308e-01
49956.4336, 3.6133e-01
49961.5294, 3.6568e-01
49966.6258, 3.6052e-01
49971.7226, 3.5753e-01
49976.8200, 3.6269e-01
49981.9179, 3.6024e-01
49987.0163, 3.4693e-01
49992.1152, 3.3253e-01
49997.2147, 3.1352e-01
50002.3146, 3.1324e-01
50007.4151, 3.1270e-01
50012.5161, 3.0509e-01
50017.6177, 3.1841e-01
50022.7197, 3.2031e-01
50027.8223, 3.0700e-01
50032.9254, 3.1406e-01
50038.0290, 3.4965e-01
50043.1331, 3.6160e-01
50048.2378, 3.6269e-01
50053.3430, 3.6160e-01
50058.4487, 3.4476e-01
50063.5549, 3.1243e-01
50068.6616, 3.1786e-01
50073.7689, 3.3878e-01
50078.8767, 3.4150e-01
50083.9850, 3.3090e-01
50089.0938, 3.3389e-01
50094.2031, 3.4150e-01
50099.3130, 3.3389e-01
50104.4234, 3.2248e-01
50109.5343, 3.3987e-01
50114.6457, 3.4938e-01
50119.7576, 3.1868e-01
50124.8701, 2.9260e-01
